,Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
156049,Denmark,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,80.358,75.8436,77.5005,77.0253,71.665,73.3499,77.7537,81.1207,81.0633,84.1691,84.6457,72.4805,75.4053,73.2847,72.3361,79.8269,80.8295,78.342,73.8868,68.7513,69.0479,79.7603,73.7552,76.3831,80.1648,77.1431,90.6032,80.6868,76.6436,73.6115,69.5709,71.2204,70.3925,75.9305,69.7881,66.0778,73.3209,68.8273,65.1267,62.8534,63.2126,57.9099,53.0265,55.248,51.1021,49.1553,51.1088,48.9236,49.1608,45.8438,43.5573,44.941,43.2261,41.8315,
156051,Denmark,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.40491131455764,75.56718077415842,75.75833590803823,81.03781579400939,74.64121646685761,70.89934067372302,78.30702164427659,74.10588768943524,68.9702735373793,65.98170625266741,65.40919582463042,59.55725984747888,54.23475076823231,56.09351522724005,52.65871440413144,49.68010077403195,52.71422714048043,50.478841515088,52.61732118754841,48.470285508835325,46.33048882397404,47.03006425959244,45.31516425959244,,
157565,Djibouti,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.9826,0.9979,1.0035,1.0347,1.1102,1.1692,1.2185,1.2965,1.3402,1.4965,1.5143,1.2719,1.2227,1.1317,1.0415,1.0746,1.0709,1.3134,1.2928,1.9937,1.8443,2.1109,1.9518,1.9695,2.0008,2.0779,2.147,2.1738,2.2152,2.3022,1.866,1.8694,1.9041,1.9617,1.9486,1.9258,1.9112,1.9387,2.0336,1.9261,2.0064,1.8341,2.0311,2.1264,2.1381,2.0632,2.0408,1.9768,2.038,2.0409,2.0844,2.1484,2.1219,2.1324,
157567,Djibouti,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3660000000000001,0.3693999999999999,0.4040999999999999,0.4617,0.4486000000000001,0.4257999999999999,0.4112,0.4387000000000001,0.5335999999999999,0.4260999999999999,-4.9936,-5.1659,-4.9689,-4.8736,-4.8619,-4.9368,-4.9592,-5.0232,-4.962,-4.959099999999999,-4.9156,-4.8516,-4.8781,,
159081,Dominica,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.0322,0.0343,0.0368,0.0381,0.0383,0.0413,0.0417,0.0442,0.0456,0.0472,0.0483,0.0537,0.0539,0.0543,0.0572,0.0596,0.0601,0.0717,0.0756,0.079,0.0795,0.0793,0.0795,0.097,0.1098,0.1176,0.1236,0.1221,0.0953,0.1212,0.1151,0.1155,0.1104,0.1178,0.122,0.1212,0.1253,0.1387,0.1358,0.1375,0.1404,0.1244,0.12,0.1256,0.1332,0.1387,0.1443,0.1353,0.1413,0.1508,0.1347,0.1423,0.1426,0.1469,
159083,Dominica,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0225,-0.0220999999999999,-0.0221999999999999,-0.0137999999999999,-0.0075999999999999,-0.0063999999999999,-0.0022999999999999,0.0110999999999999,0.0082,0.0099,0.0128,-1.3204,-1.3248000000000002,-1.3192000000000002,-1.3116,-1.3061,-1.3005,-2.6267,-2.6207,-2.6112,-2.6273,-2.6197,-2.6194,,
160597,Dominican Republic,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,9.6042,10.0584,11.3032,11.4941,12.4751,13.2149,13.7957,14.3124,14.1614,14.859,15.1085,14.4937,14.6603,16.1507,16.5583,15.451,16.2233,17.7511,17.7185,18.7593,17.2761,18.1143,19.108,19.3368,20.9527,21.7864,22.972,24.8655,26.997,27.6344,28.1606,28.8648,31.274,28.8981,28.3653,29.6485,31.8599,32.9763,33.2824,32.9313,34.3029,34.6441,35.4933,35.1822,35.6992,38.0945,39.4978,38.7749,41.2066,44.2906,43.009,46.208,46.4124,48.3962,
160599,Dominican Republic,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.361094,31.065294,33.474494,31.098594,30.565794,31.848994,34.060394,35.176794,35.482894,35.131794,36.503394,36.844594,37.693794,37.382694,37.899694,40.294994,41.698294,40.975394,43.407094,46.491094,45.209494,48.408494,48.612894,,
162113,Ecuador,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,13.6505,12.7733,14.7755,18.5171,19.5626,20.3063,22.3923,23.8313,25.2113,26.9045,28.0525,29.7503,30.0729,29.5313,31.8122,33.3648,34.8302,31.9726,36.5878,36.4752,37.9784,38.4484,41.3271,42.4376,44.6803,47.4615,51.7283,53.0392,50.6961,47.3067,45.5552,49.5636,49.8288,51.766,55.2922,55.9736,58.31,58.5229,59.5556,63.8146,67.6047,68.1964,68.4251,71.6484,73.2237,71.7703,70.832,69.1554,70.1745,70.0885,64.5465,68.6257,70.6642,73.6046,
162115,Ecuador,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.05623686999999,91.5784364083333,91.3574359466667,92.808435485,95.84843502333332,96.1246679719444,97.8938341,94.8242581975,92.574482295,93.5510063925,94.05863049,93.50616239,92.59069429,93.862615495,93.4865367,94.82405237,96.67666804,90.20404784,86.42712764,86.34112764,80.79912764,84.87832764,86.91682764,,
163629,"Egypt, Arab Rep.",Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,60.268,60.465,61.2664,57.8118,62.2354,66.6043,74.3928,77.7964,80.6777,84.5128,90.3344,97.173,103.5647,111.0631,119.8406,125.0074,127.6998,136.51,137.696,143.9899,147.662,156.9413,159.3558,160.5511,155.5362,164.8766,174.4174,180.9796,184.6138,196.8724,196.0567,210.11,216.5431,221.9564,236.9653,256.036,268.2097,281.7677,284.6744,292.2227,292.1158,302.0588,316.8834,310.8515,315.8263,322.1976,334.9407,347.6054,342.3095,316.5918,306.7631,332.306,333.3439,335.968,
163631,"Egypt, Arab Rep.",Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165145,El Salvador,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,5.5104,5.39,5.7509,5.7462,5.8861,6.2383,6.5268,6.9469,7.3323,7.1095,6.366,6.2529,5.7571,5.8848,5.8026,6.2455,6.1931,6.8036,6.8737,6.9067,7.2028,8.0735,8.6077,8.8557,9.5918,9.7633,9.7106,10.8513,10.7632,10.8711,10.3639,10.9321,11.0976,11.5529,11.9621,12.2348,12.7261,12.9789,12.1503,11.8765,11.5243,11.4334,11.6897,10.8679,11.3481,11.8386,11.7872,11.1296,11.4383,12.4006,11.2159,12.1071,12.5228,13.0513,
165147,El Salvador,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.493257,13.061457,13.226957,13.682257,14.091457,14.364157,14.855457,15.108257,14.279657,14.005857,13.653657,11.089382,11.345682,10.523882,11.004082,11.494582,11.443182,10.785582,11.094282,12.056582,10.871882,11.763082,12.178782,,
166661,Equatorial Guinea,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.125,0.1253,0.1314,0.1085,0.1154,0.1189,0.1223,0.1229,0.1589,0.1569,0.1623,0.1731,0.1703,0.1444,0.1561,0.1479,0.1561,0.1765,0.1749,0.1916,0.185,0.1921,0.1944,0.2119,2.8198,3.2112,5.3306,7.6368,9.4788,10.3744,12.0107,13.5274,10.7653,11.9219,15.9814,15.6057,16.9355,18.1272,16.9825,14.3399,14.9849,14.86,14.8263,13.9854,14.0616,14.2782,13.1702,11.7745,10.0135,9.4306,9.3375,8.6246,8.177,6.9821,
166663,Equatorial Guinea,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5636,22.0803,19.3182,20.4748,24.5343,24.1586,25.4884,26.6801,25.535400000000003,22.8928,23.5378,23.4129,23.3792,22.5383,22.6145,22.8311,21.7231,20.3274,18.5664,17.9835,17.8904,17.1775,16.7299,,
168177,Eritrea,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,4.0834,4.1145,4.065,4.1087,4.0735,3.9824,3.984,3.9717,4.0296,4.103,4.155,4.2181,4.2263,4.3415,4.2463,4.3519,4.4427,4.4003,4.4672,4.6027,4.675,4.774,5.0352,4.2534,4.4641,4.5873,5.0674,5.4603,5.2077,5.3353,5.4298,5.3461,5.3014,5.4196,5.4912,5.4601,5.3121,5.5287,5.4751,5.5386,5.5326,5.8158,5.8875,5.9169,5.971,6.0043,6.092,6.0939,6.2088,6.2664,6.2963,6.3818,6.369,6.4018,
168179,Eritrea,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1998,5.116099999999999,5.0714,5.1896,5.2612,5.233099999999999,5.0851,5.301699999999999,5.2481,5.311599999999999,5.3116,5.5948,5.6665,5.6959,5.75,5.7923,5.88,5.8819,5.9968,6.0544,6.0843,6.1698,6.157,,
169693,Estonia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,25.4821,25.6451,27.6064,30.9961,34.1286,36.7806,38.4231,39.8491,42.1952,43.7199,45.2043,46.273,46.4666,46.2998,45.3076,44.5237,43.5327,42.9471,40.9399,37.6662,44.4632,40.8588,30.4654,25.2166,25.4745,23.3633,24.3592,23.8356,21.9226,20.4102,20.6767,20.9668,20.0693,22.2127,22.654,22.5358,21.5626,25.3562,23.4763,20.1062,25.0928,25.2854,24.2431,26.6017,25.7781,23.9179,23.7812,25.1771,26.4942,18.7811,14.5111,15.2836,15.5683,14.364,
169695,Estonia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.68130886886323,15.73186269665453,15.1530328296009,17.63133223155459,17.60665215348892,19.461700519988,16.89892920214042,21.13582155465867,17.98684051369525,14.975052704894871,19.27764957494558,19.75158660475773,20.34907842306054,23.5636564713193,25.18012098681369,22.7939288415884,23.288559166796865,25.10345266801637,28.40337653615076,19.584417938638776,16.672717577873883,17.81876516540332,18.10346516540332,,
171209,Eswatini,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,1.8312,1.8456,1.9138,1.9736,2.0071,2.0807,2.1515,2.1181,2.5293,2.5827,2.6522,2.6153,2.5845,2.4384,2.4464,2.5919,2.6948,2.6924,2.7309,2.8234,3.2192,3.294,3.1448,2.7863,3.5422,3.5169,3.3009,3.3693,3.3174,3.5323,3.2543,3.1152,3.1407,3.1801,3.213,3.185,3.1086,3.1847,3.1184,3.0821,2.7855,2.6603,2.6729,2.8829,2.8928,2.9309,3.0093,2.9533,2.9593,3.0414,3.0266,3.1352,3.2442,3.2896,
171211,Eswatini,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4806909999999997,-0.6095897999999997,-0.5738886000000001,-0.5242874,-0.4811861999999998,-0.4989849999999998,-0.5651837999999998,-0.4788825999999999,-0.5349813999999999,-0.5610802000000001,-0.8474790000000003,-0.9726790000000004,-0.9600790000000003,-0.7500790000000004,-0.7401790000000004,-0.7020790000000003,-0.6236790000000001,-0.6796790000000001,-0.6736790000000004,-0.5915790000000003,-0.606379,-0.4977789999999999,-0.388779,,
172725,Ethiopia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,52.7775,53.1357,52.5555,53.0759,52.9552,51.3826,51.1768,51.7948,52.3459,52.8494,52.8394,53.2448,53.82,55.4732,53.926,56.3014,59.6282,57.336,58.1228,61.1048,62.8503,63.5411,65.2552,60.1765,62.6027,63.5848,66.8429,69.1724,73.9857,73.8945,71.807,77.132,84.8173,83.9497,86.3206,89.5663,95.3338,104.6153,109.6754,114.2394,119.6128,119.2146,124.1691,129.0975,134.9229,139.1662,145.4671,148.7673,153.289,164.5389,169.9928,164.8327,166.8329,170.0339,
172727,Ethiopia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.190124,58.781224400000006,75.73262480000001,84.13112520000016,95.76812560000003,108.279926,123.3135264,141.86112680000002,156.1873272,170.01742760000042,184.6569279999997,193.52482840000025,207.7454287999996,221.9399292,233.8036097589196,244.08519031784,256.42437087676,265.76285143568,276.3228319946,287.5727319946,293.0266319946,287.8665319946,289.8667319946,,
175757,Fiji,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,1.4518,1.4602,1.5221,1.6869,1.9145,1.7591,1.7478,1.8383,1.8247,1.9577,2.0539,2.1043,2.1016,1.9063,1.8077,1.9355,1.9954,1.9307,1.9382,2.0777,2.2089,2.1016,2.2353,2.3902,2.4954,2.5295,2.5892,2.6235,2.5942,2.68,2.8556,3.0031,2.6951,2.9117,3.4078,3.1601,3.3029,3.1694,2.7374,2.4918,3.1302,2.6734,2.6374,2.8317,2.5361,2.6017,2.5994,2.8209,2.9431,3.132,3.0919,3.1411,3.3088,3.401,
175759,Fiji,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1656,3.3131,3.0051,3.2217,3.7178,3.4701,3.6129,3.4994,3.3074,2.2418,3.8902,3.2334,3.1974,3.3917,3.0961,3.1617,3.1594,3.3809,3.5031,3.692,3.6519,3.7011,3.8688,,
177273,Finland,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,57.9536,57.2665,61.1837,65.5083,61.6794,61.382,67.2347,66.6359,73.6548,73.773,74.6035,64.9173,62.915,61.9074,62.1962,66.2546,66.4416,71.0525,69.5034,69.4054,72.223,72.5888,69.2984,70.745,77.796,74.4407,80.708,78.7701,76.0483,75.2126,73.7272,79.7224,81.9587,90.4793,86.6622,73.7246,86.0692,84.1879,75.2007,71.5365,81.3988,73.175,67.0904,67.9657,63.9548,60.2223,63.0082,59.9537,61.3156,57.8329,52.6471,52.4483,48.2204,43.4535,
177275,Finland,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9812491666667,51.245888044,52.33814492333329,60.3603835123333,55.0595203353333,42.067830351,50.52337636733329,58.3051494213334,46.7766108049999,30.953406089999906,52.41207608799989,44.985296813666594,37.2106978333332,44.907491637,40.4569952986666,40.8359475,46.954393921000005,46.2805347266666,56.863925039000016,48.46600083333341,40.884149816,50.29966059700008,46.07176059700008,,
178789,France,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,636.6501,647.3362,664.0461,701.616,682.9171,640.9366,685.6456,668.1665,685.7192,694.5419,671.5491,620.4907,600.3654,584.5892,572.4786,556.8612,543.9406,533.8328,530.9161,539.0431,533.0138,563.8458,549.1433,526.6722,521.1545,531.7871,549.8053,535.9478,548.1657,540.5144,540.2408,544.4153,537.7983,541.1852,542.5221,542.9665,528.9728,523.1715,515.6148,501.103,510.8304,493.2444,495.4001,490.0673,456.1684,460.3796,461.9592,465.0188,451.87,441.6307,398.3513,429.4873,416.1122,385.5201,
178791,France,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.7791509423976,506.9807597887286,493.0405817694148,490.1170462353116,490.67360139125634,489.376551375116,475.4814066990032,471.19478034376505,464.1902451902789,460.3835733375603,467.1517350037319,448.2017361201231,445.3434962022838,441.98186991403486,412.7752286498021,421.0870113721535,429.5902234508046,443.8541406921561,429.6428595719603,423.032563585795,373.91017860369936,410.3787438123536,397.0036438123536,,
181821,Gabon,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,6.8089,7.3291,7.8983,11.8527,14.5284,16.7365,17.6012,17.3776,17.3514,16.453,15.3665,14.4996,14.8641,14.4063,15.7775,17.0663,14.5832,13.5835,14.1891,17.3197,20.3976,19.5752,20.8629,21.5033,21.069,23.5553,26.5385,24.5107,28.4927,27.1247,27.9022,27.9858,27.0626,30.1576,27.8972,26.2444,22.6021,19.5277,21.0236,20.4264,20.9681,20.6656,20.5545,20.3232,20.5016,21.3624,21.3488,19.5359,18.0984,19.9416,19.7598,18.8279,19.7559,21.4021,
181823,Gabon,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.64580000000001,-71.0998,-73.5606,-72.00319999999999,-75.80120000000001,-78.9916,-85.86349999999999,-92.1675,-93.9012,-97.728,-100.4159,-96.3084,-97.1135,-94.3908,-93.2854,-93.2706,-91.4592,-89.2651,-90.7026,-88.8594,-89.0412,-89.9731,-89.0451,,
183337,"Gambia, The",Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.7021,0.7197,0.7066,0.6931,0.7251,0.7431,0.7567,0.7635,0.7777,0.7666,0.797,0.8306,0.8302,0.7804,0.7583,0.7894,0.8115,0.9124,0.9274,0.9097,0.9489,1.0125,0.9898,0.9953,1.0444,1.0579,1.0753,1.0703,1.0996,1.1383,1.259,1.2485,1.2693,1.3958,1.4576,1.4912,1.5568,1.585,1.6831,1.9058,1.9649,1.7705,1.7899,1.8705,1.9754,2.0777,2.0003,1.9316,1.8181,1.9187,1.9232,1.8374,1.9183,1.8888,
183339,"Gambia, The",Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.451,2.4405,2.4613,2.5878,2.6496,2.6832000000000003,2.7488,2.777,2.8751,3.0978,3.1569000000000003,2.9625,2.9819,3.0625,3.1674,3.2697000000000003,3.1923000000000004,3.1236,3.0101,3.1107,3.1152,3.0294,3.1103,,
184853,Georgia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,30.118,30.1749,31.82,33.5095,34.9952,37.075,37.5961,37.9659,38.8585,40.0501,40.952,41.3565,40.9177,40.3468,40.1768,39.7767,39.4309,39.9312,39.4064,38.1996,41.8709,33.6351,27.4612,22.869,16.568,13.9915,12.6943,11.9696,11.3222,10.8316,11.3402,9.697,9.7507,10.3214,10.6053,11.2329,11.8797,12.786,11.6283,12.6131,11.9986,13.4341,14.5997,15.5233,16.3173,16.5705,16.9928,17.0816,16.9599,17.6904,17.3462,18.1763,18.7249,19.0492,
184855,Georgia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3089,4.808399999999999,4.9725,5.9148000000000005,6.46,7.070400000000001,7.6231,8.5013,7.2711,8.0192,7.4613,8.5701,9.85,10.6893,11.7087,11.9537,12.1962,12.157800000000002,12.0361,12.7666,12.4224,13.2525,13.801100000000002,,
186369,Germany,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,1325.8315,1318.1564,1342.3108,1397.2549,1363.4729,1299.1767,1362.305,1338.2257,1379.9664,1433.4601,1379.8041,1342.8176,1292.2228,1305.1324,1322.2004,1322.3882,1311.0629,1299.4251,1291.5567,1278.6144,1235.8735,1210.5872,1147.1962,1133.7637,1119.9065,1111.868,1139.1672,1100.8719,1080.8582,1039.4905,1035.3783,1043.9911,1024.4593,1026.9517,1010.256,983.6981,990.3693,962.4113,961.5546,896.2966,942.5264,913.7212,924.727,941.9149,902.5303,907.5201,910.0183,893.8904,861.8892,808.7897,749.7997,783.4886,761.9835,681.8103,
186371,Germany,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1028.043747627745,1026.955165817053,1039.517463329519,1036.8329427108624,1014.8405785990354,984.0055599748854,983.7747395989408,958.8914915800356,952.6130727778104,878.510489374089,932.235940113878,897.2776844032555,899.6159665853988,918.05638860712,885.8537395612058,888.6482322635997,888.6234398295572,875.5101146131439,846.4244426664752,794.2609276767604,746.2890256061753,779.7558770662789,758.2507770662789,,
187885,Ghana,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,7.0104,7.1101,7.543,7.6675,8.2451,8.3943,8.5025,8.8766,8.6418,8.6497,8.6864,9.3408,9.0564,7.4506,8.0038,8.6036,9.2789,9.6766,9.794,10.5752,10.3828,10.6669,11.1652,11.4435,11.8327,12.2283,12.8712,13.2434,14.9755,15.7904,15.2698,15.8888,17.2358,16.9109,16.8208,17.4529,19.4091,19.9364,21.5265,22.5996,23.8495,26.9694,29.8086,31.8983,32.0701,33.3087,33.8524,37.0349,39.6562,42.7138,45.3548,46.9903,48.2049,48.2659,
187887,Ghana,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.11980000000001,23.68080000000004,24.96979999999997,24.5869,24.43880000000002,25.01289999999996,26.91109999999999,27.38040000000001,28.91250000000004,29.92759999999996,31.1195,34.08440000000003,36.76859999999997,37.90830000000002,37.13009999999996,37.4187,37.01240000000004,41.96489999999996,46.35619999999996,51.18379999999996,53.54112999999999,54.89296,56.10756,,
190917,Greece,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,45.1513,46.7251,54.0985,57.5285,57.7451,59.7709,65.0487,67.2808,70.2104,73.6243,73.8406,73.3949,74.9986,78.6625,80.6544,84.1296,83.6875,88.7449,93.6947,98.3037,99.0559,98.8494,100.7322,100.7295,103.2356,107.5544,108.4701,109.6824,113.7996,114.9172,121.055,121.7003,122.3448,125.7787,125.9192,128.1927,124.8812,129.1835,124.6784,118.7374,111.5501,108.5249,103.818,96.0661,93.2195,91.5033,90.0981,90.4414,87.8873,82.1539,71.7053,73.0659,73.1544,69.266,
190919,Greece,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.27858432659028,119.03092901600584,119.36840314458996,123.04972083146072,123.19742946768574,124.6392781945836,121.25271209487056,126.50996046348996,121.29178744923868,115.2425660302628,108.12390963603517,104.99113631511328,100.20989392500051,94.01123357574993,92.5876902170509,87.22441956668055,85.97565205488826,86.2963149803188,82.90620192599597,76.6479245326873,66.25431485287365,67.41224866241,67.50074866240999,,
193949,Grenada,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.0522,0.0545,0.0549,0.0557,0.0531,0.0542,0.0553,0.058,0.0595,0.0591,0.0588,0.0635,0.0625,0.0622,0.0638,0.0631,0.066,0.0726,0.0757,0.0763,0.0928,0.0932,0.0952,0.1024,0.1133,0.107,0.1116,0.1369,0.1259,0.1277,0.1036,0.1049,0.1105,0.1177,0.1145,0.1202,0.1306,0.1405,0.1494,0.157,0.1694,0.142,0.1454,0.1737,0.1617,0.1694,0.1805,0.1814,0.1852,0.2056,0.1772,0.191,0.1923,0.2004,
193951,Grenada,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9906,0.9919,0.9975,1.0047,1.0015,1.0072,-0.0464,-0.0364999999999999,-0.0275999999999999,-0.0199999999999999,-0.0075999999999999,-0.035,-0.0315999999999999,-0.0032999999999999,-0.0152999999999999,-0.0075999999999999,0.0035,0.0044,0.0082,0.0286,0.0002,0.014,0.0153,,
196981,Guatemala,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,8.3897,8.8279,9.4182,9.6,9.5151,9.9585,9.6213,10.4873,11.0873,11.8049,12.2857,11.902,11.5678,11.4187,11.7371,12.0556,11.7247,12.1621,12.296,12.7277,13.1031,13.6922,14.8551,15.8551,16.2311,17.4447,17.4406,18.0765,19.9826,20.6114,21.666,22.5459,23.7089,23.541,24.3545,25.6421,26.2386,27.3244,26.7852,28.1159,28.2185,28.8118,29.7857,31.415,33.1113,36.1926,37.7875,37.3722,39.5761,40.8122,39.3008,42.2424,42.3106,43.9811,
196983,Guatemala,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.0733,-0.4444200000000009,2.467559999999999,4.048639999999999,6.611120000000003,9.6477,13.801520000000002,18.44464,21.46276,26.35078,30.0107,30.60525,31.5804,33.21095,34.9085,38.2682,40.1415,39.7262,41.9301,43.1662,41.6548,44.5964,44.6646,,
198497,Guinea,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,5.0073,5.0402,5.1184,5.2585,5.387,5.542,5.6187,5.693,5.7529,5.8953,5.9352,5.9772,6.2702,6.4331,6.4287,6.268,6.006,6.6724,6.8967,7.1378,7.7996,8.1103,7.6996,8.0236,8.4766,8.7399,9.7342,9.0829,9.4525,10.5752,11.3316,11.502,11.956,12.4825,12.9541,13.4607,14.0436,14.5282,15.1731,15.8671,18.5003,19.4216,20.0038,20.4012,21.1359,22.2689,23.2896,24.2095,25.0462,25.7188,26.3328,26.9913,27.961,28.6347,
198499,Guinea,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9316,45.102,45.556,46.0825,46.554100000000005,47.0607,47.6436,48.1282,48.7731,49.4671,52.1003,53.02160000000001,53.6038,54.0012,54.7359,55.8689,56.8896,57.8095,58.6462,59.3188,59.9328,60.5913,61.561,,
200013,Guinea-Bissau,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.7596,0.775,0.8037,0.8384,0.9432,1.107,1.2136,1.1871,1.1014,1.1344,1.1649,1.3321,1.6456,1.5531,1.4746,1.3046,1.3066,1.4191,1.4422,1.519,1.6558,1.7269,1.7231,1.7467,1.7731,1.8306,1.8532,1.8576,1.8811,1.9885,2.0063,1.9923,2.0249,2.0829,2.1046,2.1466,2.2365,2.3262,2.4117,2.5165,2.6192,2.6314,2.7444,2.8359,2.6852,2.8091,2.8585,2.7528,2.7992,2.8741,2.8916,2.9301,2.9991,2.9975,
200015,Guinea-Bissau,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4363,1.4223,1.4549000000000003,1.5129,1.5346000000000002,1.5766,1.6665,1.7562000000000002,1.8417000000000003,1.9465000000000003,2.0492000000000004,2.0614000000000003,2.1744000000000003,2.2659,2.1152,2.2391,2.2885,2.1828000000000003,2.2292,2.3041,2.3216,2.3601,2.4291,,
