,Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
112085,Bosnia and Herzegovina,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,16.4057,16.7597,16.3737,17.6121,19.0587,19.6184,19.5707,20.167,20.9674,21.6848,21.0547,23.136,24.2221,25.6748,26.7088,27.7768,28.6231,27.044,27.2212,27.5385,32.8079,29.7281,22.8146,19.508,6.4923,6.5064,7.2001,12.5004,15.658,16.0811,19.8035,19.3401,20.4384,20.8549,22.366,23.113,25.2879,26.5445,28.0069,27.7908,28.3376,31.623,29.5128,29.3288,27.863,27.819,31.2268,31.8294,32.232,30.5258,30.4448,30.2787,30.2397,29.398,
112087,Bosnia and Herzegovina,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.82271181818182,12.1279,15.7194,15.8669,15.05906,15.69875,18.19565,18.90031,20.61024,19.79133,22.6516,25.72,21.96646,23.187800000000003,21.465,21.421,24.8288,25.4314,25.834,24.1278,24.0468,23.8807,23.8417,,
113601,Botswana,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,3.3805,3.5069,4.0798,4.3087,4.9018,5.4675,6.2934,6.8433,6.5983,6.6814,6.8892,7.1323,7.3313,7.0441,6.7934,6.5027,6.6767,6.7883,7.7438,8.1864,9.1835,8.2089,8.4621,8.2055,8.3339,9.3621,8.4417,8.7072,9.5564,10.2038,10.5656,9.9862,9.5509,9.3206,9.2631,9.9199,9.7296,9.9628,10.2457,10.0611,9.9064,10.3103,9.4748,11.4277,12.5857,13.0306,12.148,12.4307,13.4336,12.17,10.5047,11.5476,12.3927,12.7128,
113603,Botswana,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7446,7.1652000000000005,6.729900000000001,6.499600000000001,6.4421,7.0989,6.9086,7.1418,7.4247,7.2401,7.0854,7.4893,6.6538,8.6067,9.7647,10.2096,9.327,9.6097,10.6126,9.349,7.6837,8.7266,9.5717,,
115117,Brazil,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,349.4056,357.3927,378.1269,405.5823,433.218,455.8266,492.8154,510.4049,525.6185,548.9217,576.0795,563.6862,569.9791,566.2613,587.0007,605.633,637.9547,655.5983,670.5537,680.6232,671.5763,699.2465,720.5591,746.2947,776.0236,813.585,819.9519,845.6166,862.034,876.4945,898.9569,912.6017,935.7063,966.3941,1016.1272,1025.4215,1031.6679,1048.418,1076.3559,1051.4127,1129.4764,1165.6478,1199.5673,1235.7172,1268.1342,1252.3053,1227.8325,1239.0399,1216.0913,1220.4027,1215.9991,1294.5115,1298.4894,1300.1689,
115119,Brazil,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.4369,1970.1217,2192.8423000000003,3263.1121,3498.5242,2505.1545,2165.4989,1842.177,1975.4419,1335.4677,1349.9364,1465.8998,1354.9883,1589.9382,1482.3892,1587.1013,1593.2365,1604.4439,1581.4953,1585.8067,1581.4031,1659.9155,1663.8934,,
118149,Brunei Darussalam,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,2.7793,2.6193,3.1897,4.0063,4.1739,4.3267,5.0889,5.2641,5.3734,5.173,6.0481,4.9951,5.3399,5.7293,5.55,5.4061,5.1936,5.2288,5.5406,5.4912,5.8934,6.4202,6.6325,6.9519,7.0846,7.3667,7.7346,8.2437,7.7118,8.1932,8.5252,8.7702,7.9383,8.9541,8.4526,8.1349,11.3679,10.854,12.9558,11.0668,10.0265,10.7253,10.3895,10.3258,10.5339,9.8231,10.2321,10.2295,10.4579,10.1267,12.574,12.3323,11.8873,12.1579,
118151,Brunei Darussalam,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.949,6.194000000000001,5.3621,6.3779,5.8764,5.5587,8.7917,8.2778,10.3796,8.4906,7.4503,8.09955,7.75046,7.666129999999999,7.8542999999999985,7.1435,7.5525,7.549899999999999,7.7783,7.447099999999999,9.8944,9.6527,9.2077,,
119665,Bulgaria,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,91.5173,92.2103,95.1545,96.3119,97.2398,103.7635,104.6618,107.6323,113.8181,117.7938,121.3283,117.728,119.7783,118.6933,116.6975,118.1814,119.2017,119.2759,118.5698,116.6586,103.4389,86.179,81.3851,80.0689,76.2882,77.0111,77.4754,74.5161,71.4695,64.293,62.4433,64.3764,60.9966,67.0306,65.3088,66.0617,67.3658,71.1011,67.8492,59.5441,62.3364,67.9312,62.6398,57.3485,59.979,63.8699,61.3643,63.7208,60.0509,58.4266,53.5659,60.0299,64.2326,53.3723,
119667,Bulgaria,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9475999340568,49.6957814409282,46.0377422241012,52.4903449224789,50.0207330030881,49.4506988627881,54.06965167206939,56.70356163684061,55.27566049894229,46.8834886066978,50.2518197873474,59.18777879523647,54.3540943967447,50.20270255841364,51.56658803114642,55.90757626498426,51.602214526360186,54.03025468680145,50.23855442621043,48.80581657049016,43.907214582866345,50.43704179760312,54.63974179760312,,
121181,Burkina Faso,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,6.4699,6.4963,6.1687,5.8735,5.9811,6.1812,6.3573,6.4659,6.7146,7.0264,7.2226,7.5174,7.8443,8.0882,8.2913,9.2256,9.5726,9.9425,10.2313,10.4636,11.233,11.8225,11.9411,12.222,12.6082,13.0107,13.3971,13.9256,14.3228,13.7364,14.0805,15.6821,16.0874,19.3842,19.6872,20.298,20.7564,21.6623,22.6905,23.1819,23.9202,24.5868,25.4278,26.3823,26.5694,28.1902,28.9125,29.9826,31.0987,32.4431,28.8247,33.6445,34.021,34.4568,
121183,Burkina Faso,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0759931373125,42.6476827451484,44.0230723529844,48.2899619608203,49.56305156865631,51.1439411764922,52.5724307843282,54.448420392164,56.4467100000001,57.77091,60.03726,61.73944,61.86131,65.25417999999999,64.66132999999991,68.32917,69.05147,70.12157,71.23767000000001,72.58207,68.96367000000001,73.78347,74.15997,,
122697,Burundi,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,1.9905,1.9837,2.0768,2.132,2.1549,2.2371,2.2506,2.2652,2.2981,2.3692,2.1317,1.9338,1.9571,2.0042,2.0788,2.0319,2.2287,2.271,2.3946,2.4412,2.8922,3.0261,2.9762,3.0195,3.0014,3.1152,3.2274,3.2903,3.259,2.8463,2.9146,2.865,2.8349,2.8749,3.027,3.1418,3.3475,3.616,3.6354,3.8389,4.1405,4.3879,4.3697,5.3883,5.3196,5.3057,5.6148,6.2474,6.4626,6.1101,6.0366,6.8354,6.9962,7.0491,
122699,Burundi,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9914,-1.041,-1.0711,-1.0311000000000003,-0.879,-0.7642000000000002,-0.5585,0.9935,2.2964,2.4999,2.8015000000000003,3.0489,3.2567,4.5013000000000005,4.432600000000001,4.418699999999999,4.7278,5.3604,5.5756,5.2231000000000005,5.1496,5.9484,6.1092,,
124213,Cabo Verde,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.2283,0.2264,0.2291,0.231,0.239,0.2447,0.2527,0.2607,0.2664,0.2977,0.297,0.2904,0.1736,0.1701,0.1866,0.1928,0.1282,0.1546,0.1792,0.193,0.2135,0.2376,0.2659,0.2691,0.2659,0.2949,0.2834,0.2993,0.3195,0.3375,0.5278,0.5603,0.6006,0.5406,0.58,0.8033,0.8608,0.939,0.9197,0.909,0.9567,1.0848,0.9633,0.9473,0.9852,0.9953,1.0386,1.0708,1.0757,1.1333,1.1897,1.2129,1.2607,1.2315,
124215,Cabo Verde,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5024700000000001,0.531308,0.5679460000000001,0.5042840000000001,0.540022,0.75966,0.814284,0.889608,0.8674319999999996,0.8538560000000001,0.8986800000000003,1.0323080000000002,0.916336,0.905864,0.949292,0.96492,1.001070675,1.02612135,1.023872025,1.0743227,1.1307227,1.1539227,1.2017227,,
125729,Cambodia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,25.5816,21.2393,17.2814,12.6354,10.3632,11.6674,11.1922,10.7293,10.4496,8.5284,13.2275,12.6579,15.8685,15.9608,12.2172,15.5132,16.291,15.6702,18.49,19.3349,19.7101,19.0533,19.4198,20.1612,18.2367,22.5552,22.4326,22.8287,22.8808,23.3196,22.719,23.4297,23.617,25.5801,25.1805,27.3594,28.8867,29.9767,30.7234,32.1412,32.6664,33.9665,33.6361,33.4798,35.2671,36.9096,39.4898,41.4017,42.2579,45.7722,46.5094,48.1609,47.5991,48.7748,
125731,Cambodia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.721854,50.432554,50.619854,52.582954,52.183354,54.362254,55.889554,56.979554,57.726254,59.144054,59.669254,164.871548,164.541148,164.38484799999998,166.172148,78.021518,80.601718,71.90331,72.75951,76.27381,77.01101,78.66251,78.10070999999999,,
127245,Cameroon,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,7.4151,7.7453,7.5346,7.5706,7.7682,8.4467,8.7541,9.7328,10.6153,12.8379,15.7753,18.5778,20.3045,22.8399,25.5779,29.7823,30.2278,30.1038,27.5699,30.2018,29.8463,29.0537,28.0173,27.2518,26.432,27.0182,28.2665,27.7732,28.4104,29.0652,30.3723,30.4566,29.3179,30.0167,29.7764,29.9527,29.2536,30.098,29.8811,30.6662,30.2895,29.9088,30.6729,32.683,34.9638,37.997,38.1959,36.9447,37.3027,38.0044,38.7752,38.8883,39.4892,39.3772,
127247,Cameroon,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-46.22970000000001,-46.1454,-47.2841,-46.5853,-46.82560000000001,-46.6493,-47.348400000000005,-46.504000000000005,-46.7209,-45.9358,-46.3125,-46.6932,-45.929100000000005,-43.919,-41.638200000000005,-38.605,-38.4061,-39.657300000000006,-39.2993,-38.59760000000001,-37.826800000000006,-37.7137,-37.11280000000001,,
128761,Canada,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,466.3599,475.8961,497.7382,525.3157,534.1085,519.1504,530.5767,551.6548,558.459,573.0566,578.2232,558.1301,539.0528,540.311,561.6313,557.1935,543.5582,559.5694,593.6956,615.9061,581.9128,576.8493,593.1229,597.097,622.7969,637.8446,654.6438,667.2016,675.8709,686.8229,710.3735,700.6214,723.3182,742.2467,731.5802,750.9484,748.2108,770.4023,744.7642,703.8266,724.6251,742.2467,738.474,748.4216,760.4196,755.9057,750.6009,770.4767,794.1737,788.0077,711.9313,728.2679,745.2451,747.678,
128763,Canada,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.4195533325693,653.1311419158966,710.428099522883,730.1086319667464,717.9403359043929,744.1080188769032,727.6978247569665,752.3927699914328,722.3357424407228,654.0741519364835,705.3495730928463,729.2391291988766,716.1326654453263,727.4686813407933,719.9098468647702,754.6420136988366,738.490661929643,753.0685680814734,781.8184175070437,768.2916344695369,697.7068587798633,710.0971803760831,727.074380376083,,
131793,Central African Republic,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,1.6287,1.7026,1.7972,1.8539,1.9777,2.0263,2.1065,2.2825,2.4919,3.0877,3.2856,3.4059,6.5389,6.6503,6.2271,6.391,6.9369,6.821,6.6298,7.4038,7.5484,8.0483,8.031,7.5012,8.1444,8.3539,8.7024,7.8335,9.1254,8.934,9.1452,9.574,8.5766,9.7141,9.0673,9.8077,9.8614,10.8608,10.8868,10.2511,10.8797,11.7913,11.5156,11.4415,11.3596,11.7564,12.5092,11.9886,12.2775,12.0915,12.4974,12.6268,13.0243,12.5026,
131795,Central African Republic,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-159.84331062,-159.41451062,-160.41191062,-159.27441062,-159.92121062,-159.18081062,-159.12711062,-158.12771062,-158.10171062,-158.73741062,-158.10881062,-154.15165152999998,-154.12087742,-158.00917085,-160.00326018,-157.04717044,-151.75556671,-148.43594157,-148.09463731,-148.28063731,-147.87473731,-147.74533731,-147.34783731,,
133309,Chad,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,8.927,9.0738,9.6454,8.7642,7.273,7.5386,7.6718,7.9031,8.476,8.9556,9.3496,9.7252,10.5351,10.9471,11.0553,11.465,12.5291,13.4793,14.3635,15.4368,17.1555,18.0221,18.7729,19.3418,20.3802,21.3565,22.1787,22.9785,24.2446,25.563,26.6728,27.9524,29.475,31.6129,34.8711,36.7999,38.4364,40.3077,42.0942,44.2005,46.7671,49.0317,52.1814,54.9112,57.8335,62.7458,66.0365,69.8579,73.8265,77.9349,81.9807,85.5067,91.0337,95.3773,
133311,Chad,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5288,22.8084,24.331000000000003,26.4689,29.7271,31.655900000000003,33.2924,35.1637,36.9502,39.0565,42.185975,45.01345,48.72602499999999,52.0187,55.503875,60.97905,64.83262500000001,69.2169,73.17949999999999,77.2809,76.8367,80.36269999999999,85.88969999999999,,
136341,Chile,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,50.4221,52.6701,55.271,54.3926,52.7457,49.5759,49.6721,47.6001,48.2136,51.004,53.6548,53.1062,49.4181,49.3278,50.3944,48.3325,48.1379,48.6915,53.1424,58.5039,58.1854,56.8158,58.713,61.2415,65.0076,70.1504,77.3018,84.0059,84.5373,87.8959,84.4298,82.6117,83.0756,85.1581,90.5563,91.1358,92.4099,100.1872,105.2332,100.6846,102.694,113.0787,117.0229,118.8064,110.9874,116.2304,121.3887,123.5255,125.2764,131.5291,124.0909,125.2908,125.388,121.4631,
136343,Chile,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.210137500559995,15.754586796614902,26.9340807472276,15.762361577195009,26.907380360909197,28.790782187590004,27.3473064278447,47.0078421164793,52.281220150632194,44.6058996663955,39.07852939981,49.0970680008897,59.16523769292751,54.28123050241,54.412961098431694,69.7873160897161,59.477757928782,138.3998122726232,73.697198674956,82.9913880497149,74.36349566685601,75.563395666856,75.66059566685601,,
137857,China,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,2035.0966,2088.1108,2163.6981,2205.6648,2227.9154,2409.9806,2470.7515,2639.712,2826.9627,2868.9424,2843.2882,2808.2343,2889.1444,2998.7974,3181.0933,3187.6011,3322.8423,3502.5359,3687.8822,3806.1679,3876.3878,4011.1593,4130.2262,4332.0554,4518.7826,4932.4232,4948.0219,4975.0887,5071.2448,5019.6593,5242.7358,5436.0699,5766.5843,6473.6746,7333.7613,8191.086,8976.5391,9577.6825,9794.6287,10409.1483,11262.9083,12249.4329,12601.7471,13142.5249,13295.5,13118.8956,13105.7153,13362.3182,13955.6932,14275.5313,14497.8987,15175.6191,15159.642,15943.9866,
137859,China,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4380.7358,4574.0699,4904.5843,5611.6746,6471.7613,7329.086,8080.995100000001,8648.594500000001,8831.9967,9412.9723,10233.1883,11189.4154,11511.4321,12021.9124,12144.59,11904.38426666667,11827.60263333333,12020.6042,12615.2192,12935.0573,13157.4247,13835.1451,13819.168,,
139373,Colombia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,84.7091,87.523,89.4861,91.6068,94.5912,98.6726,102.6919,105.0113,109.0227,109.4873,110.2952,111.9625,114.3643,115.3222,115.1114,117.1933,120.0498,124.8713,127.0501,131.2758,134.6813,135.9538,139.8502,144.1645,145.3706,150.533,150.4854,157.7391,160.3909,148.3445,153.5437,154.3688,153.0736,153.783,154.3783,158.0167,156.8426,161.5886,162.6349,167.5209,172.7132,176.215,174.0414,184.0397,183.8547,185.6117,189.4156,185.6782,193.6917,198.5945,196.5034,208.0763,213.1061,223.9666,
139375,Colombia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.73418988342,239.154703285585,237.5840725210859,252.4254223116705,252.5895896021018,243.6110489937365,240.8237569879342,247.0927540592772,243.6773166142096,242.53262744770683,247.8685758395,260.3115220773626,255.6109094900536,251.013056051157,254.4590076673902,247.9756125518741,269.02469084762004,292.452494174765,292.118092165627,297.020892165627,294.929792165627,306.502692165627,311.532492165627,,
140889,Comoros,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,0.2219,0.225,0.2275,0.2318,0.2383,0.2426,0.2511,0.2563,0.2616,0.2704,0.2695,0.2677,0.2641,0.2634,0.2658,0.2612,0.2482,0.2806,0.2813,0.2844,0.3296,0.3047,0.3014,0.3067,0.3122,0.3223,0.3326,0.338,0.3592,0.3833,0.4175,0.421,0.4326,0.4562,0.4769,0.4784,0.5105,0.4576,0.4638,0.4982,0.5256,0.5178,0.5299,0.5669,0.5511,0.5678,0.6038,0.6666,0.6965,0.7501,0.7721,0.7736,0.7577,0.7618,
140891,Comoros,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9425,-1.899,-1.8474,-1.7838000000000005,-1.7231,-1.7016000000000002,-1.6495000000000002,-1.6824,-1.6562,-1.6018,-1.5344000000000002,-1.5022,-1.4501,-1.3731,-1.3489,-1.3521999999999998,-1.3361999999999998,-1.2934,-1.2835,-1.2499,-1.5278999999999998,-1.3664,-1.3823,,
142405,"Congo, Dem. Rep.",Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,11.121,11.3757,11.6528,11.8763,12.2284,12.4066,17.1567,17.0304,16.3438,17.4069,17.1257,17.6396,20.5446,22.3979,24.9117,23.6937,24.3891,25.4677,26.2622,24.6987,25.4587,23.3326,23.8245,24.8988,24.1052,24.3692,25.2543,24.416,24.8561,24.2542,26.7857,24.3532,23.6921,24.7859,25.2744,25.9504,26.4395,27.3555,27.9468,27.9924,31.0649,31.9371,38.5971,42.216,46.0303,45.4546,45.9287,48.5656,47.9621,49.5607,50.7937,52.2353,55.5896,56.1059,
142407,"Congo, Dem. Rep.",Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.131385,440.698885,440.037785,441.131585,441.620085,442.296085,442.785185,443.701185,444.292485,444.338085,447.410585,555.003487,561.6634869999999,565.282387,569.096687,47.78731200000001,48.26141200000001,50.89831200000001,50.29481200000001,51.893412000000005,53.12641200000001,54.56801200000001,57.922312000000005,,
143921,"Congo, Rep.",Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,2.4128,2.6951,2.9123,11.4181,15.7401,10.2632,10.2574,4.7999,4.4064,4.5558,5.4876,6.5326,7.3463,7.4846,8.9802,8.8035,8.7169,9.3429,10.2188,10.8634,10.8564,10.7402,10.8158,11.1568,9.7712,12.0971,15.6316,16.2853,19.5507,19.9205,21.6478,20.1944,13.2307,14.9579,16.1474,19.7502,21.7456,18.6896,18.5065,20.181,21.979,21.0942,20.3177,19.7323,20.1597,19.9937,19.6892,21.3553,24.9948,26.1502,25.0299,23.1306,23.727,23.702,
143923,"Congo, Rep.",Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.795999999999999,4.857800000000001,-2.5907,-1.3483,-0.6435999999999993,2.4743999999999997,3.985,0.4441999999999986,-0.2237000000000009,0.9660000000000012,2.2791999999999994,0.9096000000000012,-0.351700000000001,-1.4219000000000008,-1.4792999999999985,-5.752299999999998,-10.163800000000002,-8.3977,-4.487199999999998,-3.3317999999999977,9.721900000000002,4.885200000000001,5.4816,,
145437,Costa Rica,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,5.7723,5.9433,6.2963,6.9259,6.9422,7.2591,7.381,8.1082,8.52,8.7278,8.5424,8.677,8.3646,8.6211,8.8385,8.738,8.8335,8.9979,9.098,9.423,9.629,9.9196,11.1205,11.1472,11.5585,11.0338,10.9494,10.9509,11.5034,11.2364,10.9517,11.1345,11.1715,11.6065,11.8714,11.8754,12.299,13.4434,13.6074,13.4194,13.5583,14.2373,13.9025,14.2674,14.5276,14.3637,15.0614,15.4526,15.9639,15.8556,14.3721,15.6864,15.9271,16.4681,
145439,Costa Rica,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.533500000000004,26.2679,23.8565,21.8431,19.6596,17.215200000000003,17.31372,18.13304,17.97196,17.45888,17.2727,17.2535,18.0358,19.0502,13.148,14.6913,13.4173,12.3793,12.8906,12.7823,11.2988,12.6131,12.8538,,
146953,Cote d'Ivoire,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,6.3741,6.476,6.885,7.0744,7.2948,7.8158,8.4805,8.6611,9.4391,9.309,9.1801,9.2187,9.5658,11.0322,10.9143,10.8506,10.823,10.7648,10.7037,10.3282,10.2748,10.6032,10.7331,10.8766,11.7799,12.3796,13.6523,14.9393,14.6622,16.5612,16.4695,16.6758,17.4535,15.9953,16.8015,17.7425,17.9024,18.0339,18.7421,18.178,19.5422,20.1788,22.7815,24.0922,25.0283,26.1032,27.1981,28.0979,27.5432,29.4228,29.5006,31.5286,32.1687,32.184,
146955,Cote d'Ivoire,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.549984,30.81358,28.787986,28.593613,30.49894,29.245156,31.982541,33.125758,35.039332,33.97554,36.876888,37.578098,44.054835,43.684728,47.073803,46.76143,48.727223,49.224029,50.9561,57.788231,56.707907,58.735907,59.376007,,
148469,Croatia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,28.5264,28.6161,28.2654,29.7542,30.9824,31.7768,31.161,30.666,31.7176,33.4776,30.8563,32.8781,33.4105,36.535,37.8995,38.5292,40.9059,40.1493,43.0351,41.3456,33.4483,25.7835,23.0851,22.9792,22.0521,22.5902,23.4026,24.6389,24.5017,25.5243,25.0124,26.1095,26.818,28.372,28.9401,28.9316,29.3789,31.138,29.9181,28.1249,27.4863,27.2388,25.5022,25.1879,24.4968,25.2583,25.8152,26.4474,25.3798,25.6433,25.04,25.3687,24.9904,25.0135,
148471,Croatia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.11498350875077,18.09673022878796,18.54088669554456,20.85533791894148,21.15278627980416,20.89883991643358,21.51796340892353,24.374438643452763,22.98210454137326,21.087343130232146,20.50059866680423,21.48368245913297,20.14128858844515,18.92303420569824,18.37526905621807,19.41957154087832,19.97487117413165,21.31403742225144,19.75675159727413,19.78568518942311,19.19944252572261,19.44493855918085,19.06663855918085,,
149985,Cuba,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,45.7966,44.3162,43.4339,45.9098,47.7875,48.4381,50.1527,52.532,55.2401,56.2291,56.6046,57.1117,56.4987,58.7422,61.7519,58.9564,59.7334,62.5199,64.1625,65.7685,61.89,52.564,45.9488,41.6849,43.0293,43.8735,47.0096,49.3465,48.1407,48.4252,48.852,47.1971,45.8588,44.9795,43.9729,44.0977,45.4725,46.5184,46.0452,46.7347,47.3648,47.2934,48.4826,48.8501,46.7446,48.6361,46.7336,45.4835,45.8461,43.4147,39.5182,38.8494,38.2368,39.4003,
149987,Cuba,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.954,65.2991,63.960800000000006,63.081500000000005,62.0749,62.19970000000001,63.5745,64.6204,64.1472,64.8367,23.554800000000004,23.4834,24.4916,24.8591,20.2846,22.1761,20.2736,18.5005,18.8641,16.4337,12.5382,11.869400000000002,11.256800000000002,,
153017,Cyprus,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,2.8677,2.904,3.3974,3.5144,2.7717,2.6973,3.1396,3.3189,3.4557,3.6491,3.8321,3.7103,3.7991,3.8007,3.881,3.8391,4.1988,4.7904,4.8591,5.1108,5.4174,5.9532,6.3559,6.6394,6.914,6.8023,7.1939,7.2679,7.5919,7.8665,8.126,8.0451,8.2647,8.9364,8.8819,8.9874,9.1046,9.4078,9.6107,9.4077,9.4599,9.2152,8.6119,7.8916,8.283,8.3657,8.7981,8.9972,9.2324,9.7502,9.3305,9.6144,10.0764,10.3247,
153019,Cyprus,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.976556841455415,7.873938630580886,8.06228454673572,8.721533503186063,8.666082491162438,8.765538971301996,8.880641198747911,9.21919150270594,9.35963085930729,9.128664080894929,9.192626393127012,8.91233530453112,8.3160516991341,7.592768426413354,7.98230039479967,8.068266342565947,8.593928352957256,8.688603020823406,8.928154899017256,9.451443109356324,9.030130014562086,9.369677064569334,9.831677064569334,,
154533,Czechia,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),,,,,,,,,,,220.4061,221.3796,221.4862,219.7257,203.2916,211.1292,216.9973,228.8574,226.9407,237.3424,230.2207,230.621,232.5803,233.6805,236.9463,233.756,232.2556,231.939,228.0208,220.0793,199.9785,180.4087,172.6161,166.1898,158.4607,157.4635,162.52,158.9084,152.4674,144.468,158.5317,158.5694,152.7937,155.8632,156.5995,153.4525,155.1095,156.8805,150.574,143.4909,145.3344,142.859,138.5673,133.9385,131.9397,133.5004,134.643,135.4909,133.9835,127.8582,117.9742,123.4324,123.931,114.4384,
154535,Czechia,Total greenhouse gas emissions including LULUCF (Mt CO2e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.28835667911477,149.33249894309708,143.7827451662194,147.44011753939878,148.36199085132355,145.1045798999371,147.9220796956916,150.23880726687148,142.62390923116945,135.61272666152303,138.08190330889437,135.2924666530091,130.8213985326099,126.81138689188344,124.85266433960048,126.4798456697491,128.51158343204298,130.96524264309278,134.9449938691141,135.58603314707898,129.1885795363446,131.77449831200147,132.27309831200148,,
