Indicator Code: CG0010
"Indicator Name: Communicable, maternal, perinatal and nutritional conditions"
Export date: 7/24/2025 3:33:02 AM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-B99, D50-D53, D64.9, E00-E02, E40-E46, E50-E64, G00-G04, G14, H65-H66, J00-J22, N70-N73, O00-O99, P00-P96, U04, U07.1, U07.2, U09.9, U10.9"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
NAC,North America and the Caribbean,GLP,Guadeloupe,2005,All,Age_all,[All],222.00000000,7.58455757,42.38955054,55.09997419,
NAC,North America and the Caribbean,GLP,Guadeloupe,2005,Male,Age_all,[All],109.00000000,6.82529743,48.39089784,57.33522697,
NAC,North America and the Caribbean,GLP,Guadeloupe,2005,Female,Age_all,[All],113.00000000,8.49624060,37.74403001,53.10325058,
NAC,North America and the Caribbean,GLP,Guadeloupe,2006,All,Age_all,[All],214.00000000,7.34385724,43.78516577,53.25860537,
NAC,North America and the Caribbean,GLP,Guadeloupe,2006,Male,Age_all,[All],113.00000000,7.01427685,52.50524639,59.87801841,
NAC,North America and the Caribbean,GLP,Guadeloupe,2006,Female,Age_all,[All],101.00000000,7.75134305,35.97009677,47.39736827,
NAC,North America and the Caribbean,GLP,Guadeloupe,2007,All,Age_all,[All],206.00000000,7.43682310,38.59013084,51.19347904,
NAC,North America and the Caribbean,GLP,Guadeloupe,2007,Male,Age_all,[All],114.00000000,7.66644250,49.63049884,60.55358727,
NAC,North America and the Caribbean,GLP,Guadeloupe,2007,Female,Age_all,[All],92.00000000,7.17069369,29.61599104,42.96214661,
NAC,North America and the Caribbean,GLP,Guadeloupe,2008,All,Age_all,[All],197.00000000,7.05082319,33.01875423,48.76660107,
NAC,North America and the Caribbean,GLP,Guadeloupe,2008,Male,Age_all,[All],107.00000000,6.88102894,42.51257028,56.79616546,
NAC,North America and the Caribbean,GLP,Guadeloupe,2008,Female,Age_all,[All],90.00000000,7.26392252,25.61884454,41.74900498,
NAC,North America and the Caribbean,GLP,Guadeloupe,2009,All,Age_all,[All],225.00000000,7.70020534,36.83224663,55.49416941,
NAC,North America and the Caribbean,GLP,Guadeloupe,2009,Male,Age_all,[All],111.00000000,7.16591349,45.21558249,58.84941442,
NAC,North America and the Caribbean,GLP,Guadeloupe,2009,Female,Age_all,[All],114.00000000,8.30298616,29.15362060,52.57647802,
NAC,North America and the Caribbean,GLP,Guadeloupe,2010,All,Age_all,[All],227.00000000,7.52153744,35.55429595,55.90155416,
NAC,North America and the Caribbean,GLP,Guadeloupe,2010,Male,Age_all,[All],118.00000000,7.23482526,46.06697401,62.58087783,
NAC,North America and the Caribbean,GLP,Guadeloupe,2010,Female,Age_all,[All],109.00000000,7.85868782,27.36689122,50.11102581,
NAC,North America and the Caribbean,GLP,Guadeloupe,2011,All,Age_all,[All],218.00000000,7.68959436,33.62753164,53.96380217,
NAC,North America and the Caribbean,GLP,Guadeloupe,2011,Male,Age_all,[All],112.00000000,7.46666667,41.26934126,59.76201910,
NAC,North America and the Caribbean,GLP,Guadeloupe,2011,Female,Age_all,[All],106.00000000,7.94007491,28.11649193,48.94615692,
NAC,North America and the Caribbean,GLP,Guadeloupe,2012,All,Age_all,[All],215.00000000,7.47566064,37.89637947,53.15887333,
NAC,North America and the Caribbean,GLP,Guadeloupe,2012,Male,Age_all,[All],113.00000000,7.37116765,49.65470774,60.28113414,
NAC,North America and the Caribbean,GLP,Guadeloupe,2012,Female,Age_all,[All],102.00000000,7.59493671,26.72755457,47.00655788,
NAC,North America and the Caribbean,GLP,Guadeloupe,2013,All,Age_all,[All],212.00000000,7.20598232,34.54538914,52.62778996,
NAC,North America and the Caribbean,GLP,Guadeloupe,2013,Male,Age_all,[All],119.00000000,7.35475896,45.75582295,63.74681266,
NAC,North America and the Caribbean,GLP,Guadeloupe,2013,Female,Age_all,[All],93.00000000,7.02416918,25.51974839,43.02567661,
NAC,North America and the Caribbean,GLP,Guadeloupe,2014,All,Age_all,[All],280.00000000,8.53918878,41.45763129,69.77080291,
NAC,North America and the Caribbean,GLP,Guadeloupe,2014,Male,Age_all,[All],153.00000000,8.66364666,56.47852805,82.28062533,
NAC,North America and the Caribbean,GLP,Guadeloupe,2014,Female,Age_all,[All],127.00000000,8.39391937,29.35885926,58.97212058,
CSA,Central and South America,GTM,Guatemala,1963,All,Age_all,[All],50010.00000000,69.99398172,1242.02652500,1194.98207890,
CSA,Central and South America,GTM,Guatemala,1963,Male,Age_all,[All],25602.00000000,69.34265052,1255.55414650,1204.12002630,
CSA,Central and South America,GTM,Guatemala,1963,Female,Age_all,[All],24408.00000000,70.69045412,1230.15061940,1185.54497770,
CSA,Central and South America,GTM,Guatemala,1964,All,Age_all,[All],47125.00000000,69.01930344,1177.14478480,1094.65737510,
CSA,Central and South America,GTM,Guatemala,1964,Male,Age_all,[All],23975.00000000,67.80835478,1182.22779410,1096.15032920,
CSA,Central and South America,GTM,Guatemala,1964,Female,Age_all,[All],23150.00000000,70.31985663,1171.94924480,1093.11549720,
CSA,Central and South America,GTM,Guatemala,1965,All,Age_all,[All],52691.00000000,70.41427235,1003.30335540,1187.26904010,
CSA,Central and South America,GTM,Guatemala,1965,Male,Age_all,[All],26803.00000000,69.48822980,1015.86314390,1190.71523770,
CSA,Central and South America,GTM,Guatemala,1965,Female,Age_all,[All],25888.00000000,71.39941530,992.54513187,1183.72199360,
CSA,Central and South America,GTM,Guatemala,1966,All,Age_all,[All],52486.00000000,69.26650302,1000.88395120,1046.96585160,
CSA,Central and South America,GTM,Guatemala,1966,Male,Age_all,[All],26639.00000000,68.35069534,1025.19412400,1049.42653620,
CSA,Central and South America,GTM,Guatemala,1966,Female,Age_all,[All],25847.00000000,70.23641304,980.27734513,1044.43590480,
CSA,Central and South America,GTM,Guatemala,1967,All,Age_all,[All],47500.00000000,66.72191710,827.03330866,920.43400304,
CSA,Central and South America,GTM,Guatemala,1967,Male,Age_all,[All],24337.00000000,65.41676746,856.23032810,931.40507950,
CSA,Central and South America,GTM,Guatemala,1967,Female,Age_all,[All],23163.00000000,68.15052371,800.52660982,909.17940308,
CSA,Central and South America,GTM,Guatemala,1968,All,Age_all,[All],52667.00000000,66.31369537,929.54524093,991.54400310,
CSA,Central and South America,GTM,Guatemala,1968,Male,Age_all,[All],26731.00000000,65.34738180,946.05465593,994.04598769,
CSA,Central and South America,GTM,Guatemala,1968,Female,Age_all,[All],25936.00000000,67.33999740,914.96505923,988.98035805,
CSA,Central and South America,GTM,Guatemala,1969,All,Age_all,[All],57664.00000000,67.70141123,1032.03994920,1055.05211590,
CSA,Central and South America,GTM,Guatemala,1969,Male,Age_all,[All],29402.00000000,66.42718359,1070.25860410,1062.75234130,
CSA,Central and South America,GTM,Guatemala,1969,Female,Age_all,[All],28262.00000000,69.07997654,998.02232185,1047.15766460,
CSA,Central and South America,GTM,Guatemala,1970,All,Age_all,[All],50633.00000000,65.47398911,935.49410997,900.65587628,
CSA,Central and South America,GTM,Guatemala,1970,Male,Age_all,[All],26102.00000000,64.38102755,970.37581629,917.45086302,
CSA,Central and South America,GTM,Guatemala,1970,Female,Age_all,[All],24531.00000000,66.67844523,903.23637033,883.44700993,
CSA,Central and South America,GTM,Guatemala,1971,All,Age_all,[All],49715.00000000,66.09015860,804.59524216,860.04968446,
CSA,Central and South America,GTM,Guatemala,1971,Male,Age_all,[All],25183.00000000,64.30796731,821.70358020,861.09739568,
CSA,Central and South America,GTM,Guatemala,1971,Female,Age_all,[All],24532.00000000,68.02539999,789.79681744,858.97772127,
CSA,Central and South America,GTM,Guatemala,1974,All,Age_all,[All],41849.00000000,59.58934343,592.77558613,708.10490694,
CSA,Central and South America,GTM,Guatemala,1974,Male,Age_all,[All],21698.00000000,57.88139888,611.52895566,731.68099815,
CSA,Central and South America,GTM,Guatemala,1974,Female,Age_all,[All],20151.00000000,61.54480484,573.53777190,684.36067244,
CSA,Central and South America,GTM,Guatemala,1975,All,Age_all,[All],46470.00000000,60.54959803,650.38947960,722.28729595,
CSA,Central and South America,GTM,Guatemala,1975,Male,Age_all,[All],24078.00000000,58.87473409,685.95275124,741.23466459,
CSA,Central and South America,GTM,Guatemala,1975,Female,Age_all,[All],22392.00000000,62.46025105,618.55145440,702.96629046,
CSA,Central and South America,GTM,Guatemala,1976,All,Age_all,[All],43221.00000000,51.99393699,611.36754588,654.94163396,
CSA,Central and South America,GTM,Guatemala,1976,Male,Age_all,[All],22180.00000000,50.92645742,632.63543155,666.23772732,
CSA,Central and South America,GTM,Guatemala,1976,Female,Age_all,[All],21041.00000000,53.16874716,592.31823277,643.44208027,
CSA,Central and South America,GTM,Guatemala,1977,All,Age_all,[All],41781.00000000,63.46995200,530.53089077,617.55821729,
CSA,Central and South America,GTM,Guatemala,1977,Male,Age_all,[All],21565.00000000,60.85790885,549.06850282,632.44512406,
CSA,Central and South America,GTM,Guatemala,1977,Female,Age_all,[All],20216.00000000,66.51531603,513.14477968,602.43153957,
CSA,Central and South America,GTM,Guatemala,1978,All,Age_all,[All],38258.00000000,59.77999312,499.10492348,551.75250429,
CSA,Central and South America,GTM,Guatemala,1978,Male,Age_all,[All],20399.00000000,57.41830157,539.89261583,584.32209871,
CSA,Central and South America,GTM,Guatemala,1978,Female,Age_all,[All],17859.00000000,62.72698535,461.35037457,518.72646394,
CSA,Central and South America,GTM,Guatemala,1979,All,Age_all,[All],45493.00000000,63.95035002,557.14785863,640.19239686,
CSA,Central and South America,GTM,Guatemala,1979,Male,Age_all,[All],23616.00000000,62.00052507,572.97019777,660.76558826,
CSA,Central and South America,GTM,Guatemala,1979,Female,Age_all,[All],21877.00000000,66.19765190,541.77491419,619.37517199,
CSA,Central and South America,GTM,Guatemala,1980,All,Age_all,[All],43511.00000000,60.97393498,508.48807706,597.39472687,
CSA,Central and South America,GTM,Guatemala,1980,Male,Age_all,[All],22892.00000000,57.00767009,537.55466531,625.55455389,
CSA,Central and South America,GTM,Guatemala,1980,Female,Age_all,[All],20619.00000000,66.07806691,481.03870749,568.95962260,
CSA,Central and South America,GTM,Guatemala,1981,All,Age_all,[All],34579.00000000,48.19507164,459.94924266,463.12268901,
CSA,Central and South America,GTM,Guatemala,1981,Male,Age_all,[All],18232.00000000,42.47012509,493.32542965,486.47985186,
CSA,Central and South America,GTM,Guatemala,1981,Female,Age_all,[All],16347.00000000,56.72299525,428.83920352,439.58425715,
CSA,Central and South America,GTM,Guatemala,1984,All,Age_all,[All],40548.00000000,61.19529128,509.83089844,523.87596899,
CSA,Central and South America,GTM,Guatemala,1984,Male,Age_all,[All],21324.00000000,59.48449007,542.58898789,543.28662420,
CSA,Central and South America,GTM,Guatemala,1984,Female,Age_all,[All],19224.00000000,63.21189004,478.39737487,503.90563565,
CSA,Central and South America,GTM,Guatemala,1986,All,Age_all,[All],36141.00000000,54.48830057,449.43341498,428.28173949,
CSA,Central and South America,GTM,Guatemala,1986,Male,Age_all,[All],19038.00000000,51.94117808,482.35267305,451.77527894,
CSA,Central and South America,GTM,Guatemala,1986,Female,Age_all,[All],17103.00000000,57.67907730,418.34488092,404.84718279,
CSA,Central and South America,GTM,Guatemala,1987,All,Age_all,[All],35205.00000000,53.01638456,441.17039985,407.50734914,
CSA,Central and South America,GTM,Guatemala,1987,Male,Age_all,[All],18585.00000000,50.04847310,477.05289815,431.28875159,
CSA,Central and South America,GTM,Guatemala,1987,Female,Age_all,[All],16620.00000000,56.89442695,407.58362430,383.84018945,
CSA,Central and South America,GTM,Guatemala,1988,All,Age_all,[All],31959.00000000,49.85803432,404.42710027,361.42187089,
CSA,Central and South America,GTM,Guatemala,1988,Male,Age_all,[All],16697.00000000,46.64357348,432.85037512,379.01797186,
CSA,Central and South America,GTM,Guatemala,1988,Female,Age_all,[All],15262.00000000,53.99610826,377.47632368,343.95262459,
CSA,Central and South America,GTM,Guatemala,1989,All,Age_all,[All],30573.00000000,49.67342562,375.64922703,337.80584754,
CSA,Central and South America,GTM,Guatemala,1989,Male,Age_all,[All],15868.00000000,46.63903830,402.48556323,352.37375957,
CSA,Central and South America,GTM,Guatemala,1989,Female,Age_all,[All],14705.00000000,53.46883863,351.11639366,323.37934828,
CSA,Central and South America,GTM,Guatemala,1990,All,Age_all,[All],39754.00000000,54.20211606,443.49648421,429.13215109,
CSA,Central and South America,GTM,Guatemala,1990,Male,Age_all,[All],20228.00000000,50.43382866,460.86529452,439.43506048,
CSA,Central and South America,GTM,Guatemala,1990,Female,Age_all,[All],19526.00000000,58.82742830,427.75967751,418.95560628,
CSA,Central and South America,GTM,Guatemala,1991,All,Age_all,[All],35201.00000000,48.28934372,419.82802783,371.19052816,
CSA,Central and South America,GTM,Guatemala,1991,Male,Age_all,[All],18150.00000000,45.19985058,443.98264288,385.70162632,
CSA,Central and South America,GTM,Guatemala,1991,Female,Age_all,[All],17051.00000000,52.15968186,397.82526783,356.89743913,
CSA,Central and South America,GTM,Guatemala,1992,All,Age_all,[All],33140.00000000,45.32027788,390.63403284,341.34881605,
CSA,Central and South America,GTM,Guatemala,1992,Male,Age_all,[All],17212.00000000,42.42020949,414.55949099,357.78643858,
CSA,Central and South America,GTM,Guatemala,1992,Female,Age_all,[All],15928.00000000,48.94447347,368.64426157,325.20318564,
CSA,Central and South America,GTM,Guatemala,1993,All,Age_all,[All],32815.00000000,44.42263436,379.64113140,330.17423218,
CSA,Central and South America,GTM,Guatemala,1993,Male,Age_all,[All],17196.00000000,41.61665053,408.41765232,349.67374155,
CSA,Central and South America,GTM,Guatemala,1993,Female,Age_all,[All],15619.00000000,48.00823754,353.42474925,311.07522607,
CSA,Central and South America,GTM,Guatemala,1994,All,Age_all,[All],32390.00000000,43.32472813,358.75270014,318.41382531,
CSA,Central and South America,GTM,Guatemala,1994,Male,Age_all,[All],16841.00000000,40.18468587,386.09996777,335.06486323,
CSA,Central and South America,GTM,Guatemala,1994,Female,Age_all,[All],15549.00000000,47.34342173,334.29114216,302.15043901,
CSA,Central and South America,GTM,Guatemala,1995,All,Age_all,[All],26981.00000000,41.40794058,285.38788896,259.22110308,
CSA,Central and South America,GTM,Guatemala,1995,Male,Age_all,[All],14341.00000000,38.35107236,314.26602870,279.23774579,
CSA,Central and South America,GTM,Guatemala,1995,Female,Age_all,[All],12640.00000000,45.53806247,260.01396990,239.72451405,
CSA,Central and South America,GTM,Guatemala,1996,All,Age_all,[All],25176.00000000,41.53221815,262.25219721,236.46821533,
CSA,Central and South America,GTM,Guatemala,1996,Male,Age_all,[All],13306.00000000,38.22464809,287.12084980,253.63323026,
CSA,Central and South America,GTM,Guatemala,1996,Female,Age_all,[All],11870.00000000,46.00418572,240.30649337,219.79373090,
CSA,Central and South America,GTM,Guatemala,1997,All,Age_all,[All],28211.00000000,41.67614602,282.61539279,259.11047340,
CSA,Central and South America,GTM,Guatemala,1997,Male,Age_all,[All],14871.00000000,38.38370802,305.69108247,277.55411941,
CSA,Central and South America,GTM,Guatemala,1997,Female,Age_all,[All],13340.00000000,46.09696258,261.57473926,241.23999528,
CSA,Central and South America,GTM,Guatemala,1998,All,Age_all,[All],29175.00000000,41.38063089,285.69256521,262.04695181,
CSA,Central and South America,GTM,Guatemala,1998,Male,Age_all,[All],15500.00000000,38.11819098,311.32501158,283.24165136,
CSA,Central and South America,GTM,Guatemala,1998,Female,Age_all,[All],13675.00000000,45.86002213,262.41337954,241.55899259,
CSA,Central and South America,GTM,Guatemala,1999,All,Age_all,[All],25277.00000000,39.15090687,257.31283811,221.97724937,
CSA,Central and South America,GTM,Guatemala,1999,Male,Age_all,[All],13491.00000000,36.40116561,284.43167143,241.27551425,
CSA,Central and South America,GTM,Guatemala,1999,Female,Age_all,[All],11786.00000000,42.86129900,233.33855298,203.35853891,
CSA,Central and South America,GTM,Guatemala,2000,All,Age_all,[All],25863.00000000,38.52386981,252.47661324,221.98584245,
CSA,Central and South America,GTM,Guatemala,2000,Male,Age_all,[All],13855.00000000,36.04505958,282.42282439,242.35853425,
CSA,Central and South America,GTM,Guatemala,2000,Female,Age_all,[All],12008.00000000,41.84409520,226.35625872,202.35904676,
CSA,Central and South America,GTM,Guatemala,2001,All,Age_all,[All],25844.00000000,38.03552769,247.39869936,216.72215539,
CSA,Central and South America,GTM,Guatemala,2001,Male,Age_all,[All],14180.00000000,35.93421353,284.23309541,242.45470859,
CSA,Central and South America,GTM,Guatemala,2001,Female,Age_all,[All],11664.00000000,40.94642983,215.05459858,191.95494193,
CSA,Central and South America,GTM,Guatemala,2002,All,Age_all,[All],24212.00000000,36.69318785,226.12025639,198.31518912,
CSA,Central and South America,GTM,Guatemala,2002,Male,Age_all,[All],13126.00000000,34.67991228,256.96244624,219.26637473,
CSA,Central and South America,GTM,Guatemala,2002,Female,Age_all,[All],11086.00000000,39.40147853,199.19282063,178.15910190,
CSA,Central and South America,GTM,Guatemala,2003,All,Age_all,[All],22840.00000000,34.28811626,212.45792317,182.71301305,
CSA,Central and South America,GTM,Guatemala,2003,Male,Age_all,[All],12315.00000000,32.08451658,241.12539627,200.93000489,
CSA,Central and South America,GTM,Guatemala,2003,Female,Age_all,[All],10525.00000000,37.28435297,187.57573262,165.18927552,
CSA,Central and South America,GTM,Guatemala,2004,All,Age_all,[All],21864.00000000,32.69334290,204.04516431,170.85354489,
CSA,Central and South America,GTM,Guatemala,2004,Male,Age_all,[All],11822.00000000,30.57071190,231.98758582,188.40330036,
CSA,Central and South America,GTM,Guatemala,2004,Female,Age_all,[All],10042.00000000,35.60361638,179.91092132,153.96907341,
CSA,Central and South America,GTM,Guatemala,2005,All,Age_all,[All],22542.00000000,31.77167019,205.30902248,172.12852630,
CSA,Central and South America,GTM,Guatemala,2005,Male,Age_all,[All],12105.00000000,29.35257032,233.42962177,188.47750812,
CSA,Central and South America,GTM,Guatemala,2005,Female,Age_all,[All],10437.00000000,35.14378073,181.55427190,156.39443765,
CSA,Central and South America,GTM,Guatemala,2006,All,Age_all,[All],20855.00000000,29.89706979,187.34466199,155.66893565,
CSA,Central and South America,GTM,Guatemala,2006,Male,Age_all,[All],11118.00000000,27.35055351,210.15221840,169.18133308,
CSA,Central and South America,GTM,Guatemala,2006,Female,Age_all,[All],9737.00000000,33.45358345,167.74573859,142.65882827,
CSA,Central and South America,GTM,Guatemala,2007,All,Age_all,[All],20369.00000000,29.78185221,181.55274049,148.67528344,
CSA,Central and South America,GTM,Guatemala,2007,Male,Age_all,[All],10781.00000000,27.47871744,202.87385134,160.37334069,
CSA,Central and South America,GTM,Guatemala,2007,Female,Age_all,[All],9588.00000000,32.88065844,163.37652007,137.40549252,
CSA,Central and South America,GTM,Guatemala,2008,All,Age_all,[All],19203.00000000,28.50970960,177.38248189,137.10133661,
CSA,Central and South America,GTM,Guatemala,2008,Male,Age_all,[All],10197.00000000,25.97895595,200.38848583,148.32073351,
CSA,Central and South America,GTM,Guatemala,2008,Female,Age_all,[All],9006.00000000,32.04412026,157.88196282,126.28560740,
CSA,Central and South America,GTM,Guatemala,2009,All,Age_all,[All],18466.00000000,25.75201863,157.28410892,128.98617467,
CSA,Central and South America,GTM,Guatemala,2009,Male,Age_all,[All],9796.00000000,23.68815592,177.51991407,139.35531523,
CSA,Central and South America,GTM,Guatemala,2009,Female,Age_all,[All],8670.00000000,28.56389813,140.16008901,118.98328168,
CSA,Central and South America,GTM,Guatemala,2010,All,Age_all,[All],18353.00000000,25.22818497,155.41509854,125.44413464,
CSA,Central and South America,GTM,Guatemala,2010,Male,Age_all,[All],9716.00000000,23.22790409,173.80869455,135.20290734,
CSA,Central and South America,GTM,Guatemala,2010,Female,Age_all,[All],8637.00000000,27.93427989,139.78583423,116.02346207,
CSA,Central and South America,GTM,Guatemala,2011,All,Age_all,[All],17014.00000000,23.51494043,139.75733626,113.81514812,
CSA,Central and South America,GTM,Guatemala,2011,Male,Age_all,[All],9043.00000000,21.89853493,158.45430194,123.11820301,
CSA,Central and South America,GTM,Guatemala,2011,Female,Age_all,[All],7971.00000000,25.66405873,124.18496001,104.82891621,
CSA,Central and South America,GTM,Guatemala,2012,All,Age_all,[All],16414.00000000,22.59107863,131.06402505,107.48638690,
CSA,Central and South America,GTM,Guatemala,2012,Male,Age_all,[All],8526.00000000,20.74503029,144.54105552,113.59780063,
CSA,Central and South America,GTM,Guatemala,2012,Female,Age_all,[All],7888.00000000,24.99524685,119.65608105,101.57949155,
CSA,Central and South America,GUY,Guyana,1977,All,Age_all,[All],1749.00000000,29.72972973,343.45647232,215.92592593,
CSA,Central and South America,GUY,Guyana,1977,Male,Age_all,[All],918.00000000,28.23746540,284.80139388,228.35820896,
CSA,Central and South America,GUY,Guyana,1977,Female,Age_all,[All],831.00000000,31.57294833,403.79154813,203.67647059,
CSA,Central and South America,GUY,Guyana,1979,All,Age_all,[All],850.00000000,15.71164510,97.07733869,98.26589595,
CSA,Central and South America,GUY,Guyana,1979,Male,Age_all,[All],457.00000000,15.15251989,121.25829347,106.52680653,
CSA,Central and South America,GUY,Guyana,1979,Female,Age_all,[All],393.00000000,16.41604010,88.76854573,90.13761468,
CSA,Central and South America,GUY,Guyana,1984,All,Age_all,[All],859.00000000,17.96695252,97.37053804,91.77350427,
CSA,Central and South America,GUY,Guyana,1984,Male,Age_all,[All],499.00000000,17.98846431,119.97298124,106.62393162,
CSA,Central and South America,GUY,Guyana,1984,Female,Age_all,[All],360.00000000,17.93721973,77.84792491,76.92307692,
CSA,Central and South America,GUY,Guyana,1988,All,Age_all,[All],959.00000000,23.84978861,136.39750638,127.75781701,
CSA,Central and South America,GUY,Guyana,1988,Male,Age_all,[All],508.00000000,22.10617929,153.27889669,136.23064814,
CSA,Central and South America,GUY,Guyana,1988,Female,Age_all,[All],451.00000000,26.17527568,120.41033329,119.39302808,
CSA,Central and South America,GUY,Guyana,1989,All,Age_all,[All],1143.00000000,21.20987196,163.89876901,153.30244037,
CSA,Central and South America,GUY,Guyana,1989,Male,Age_all,[All],670.00000000,21.29688493,196.35808282,181.58165754,
CSA,Central and South America,GUY,Guyana,1989,Female,Age_all,[All],473.00000000,21.08782880,132.14454136,125.59711737,
CSA,Central and South America,GUY,Guyana,1990,All,Age_all,[All],893.00000000,18.30668307,135.55490715,120.13846193,
CSA,Central and South America,GUY,Guyana,1990,Male,Age_all,[All],505.00000000,17.73796979,161.01483473,137.70273660,
CSA,Central and South America,GUY,Guyana,1990,Female,Age_all,[All],388.00000000,19.10388971,111.75833268,103.03419779,
CSA,Central and South America,GUY,Guyana,1991,All,Age_all,[All],896.00000000,19.69663662,132.89731136,120.35343074,
CSA,Central and South America,GUY,Guyana,1991,Male,Age_all,[All],541.00000000,20.62523828,171.69923939,147.59563706,
CSA,Central and South America,GUY,Guyana,1991,Female,Age_all,[All],355.00000000,18.43198339,97.01659359,93.93149616,
CSA,Central and South America,GUY,Guyana,1992,All,Age_all,[All],780.00000000,19.63746224,119.04215745,104.19421802,
CSA,Central and South America,GUY,Guyana,1992,Male,Age_all,[All],464.00000000,20.14763352,146.01168366,126.04448501,
CSA,Central and South America,GUY,Guyana,1992,Female,Age_all,[All],316.00000000,18.93349311,93.92685346,83.05473202,
CSA,Central and South America,GUY,Guyana,1993,All,Age_all,[All],896.00000000,19.84935755,141.44563810,118.81020070,
CSA,Central and South America,GUY,Guyana,1993,Male,Age_all,[All],494.00000000,20.00000000,159.77166935,133.25420803,
CSA,Central and South America,GUY,Guyana,1993,Female,Age_all,[All],402.00000000,19.66731898,124.68649323,104.84558749,
CSA,Central and South America,GUY,Guyana,1994,All,Age_all,[All],946.00000000,21.97955390,135.44427246,124.65476165,
CSA,Central and South America,GUY,Guyana,1994,Male,Age_all,[All],541.00000000,22.15397215,156.37869060,144.96015605,
CSA,Central and South America,GUY,Guyana,1994,Female,Age_all,[All],405.00000000,21.75080559,115.86950293,105.00661153,
CSA,Central and South America,GUY,Guyana,1995,All,Age_all,[All],1217.00000000,23.50328312,175.02438070,159.86002724,
CSA,Central and South America,GUY,Guyana,1995,Male,Age_all,[All],690.00000000,23.19327731,204.36261103,184.10653632,
CSA,Central and South America,GUY,Guyana,1995,Female,Age_all,[All],527.00000000,23.92192465,147.74664005,136.34658422,
CSA,Central and South America,GUY,Guyana,1996,All,Age_all,[All],961.00000000,19.97505716,149.72016301,126.31523604,
CSA,Central and South America,GUY,Guyana,1996,Male,Age_all,[All],514.00000000,18.82783883,174.90485362,136.99835016,
CSA,Central and South America,GUY,Guyana,1996,Female,Age_all,[All],447.00000000,21.48005766,127.17971870,115.91902784,
CSA,Central and South America,GUY,Guyana,1997,All,Age_all,[All],1045.00000000,20.35449942,155.67815084,137.86825336,
CSA,Central and South America,GUY,Guyana,1997,Male,Age_all,[All],581.00000000,19.70827680,180.59461915,155.06606989,
CSA,Central and South America,GUY,Guyana,1997,Female,Age_all,[All],464.00000000,21.22598353,132.02293963,121.05526799,
CSA,Central and South America,GUY,Guyana,1998,All,Age_all,[All],966.00000000,19.07206318,165.09606806,128.15444335,
CSA,Central and South America,GUY,Guyana,1998,Male,Age_all,[All],537.00000000,18.45360825,189.39251874,143.72392160,
CSA,Central and South America,GUY,Guyana,1998,Female,Age_all,[All],429.00000000,19.90719258,141.75024937,112.85167502,
CSA,Central and South America,GUY,Guyana,1999,All,Age_all,[All],735.00000000,17.51250893,128.43512493,98.04261586,
CSA,Central and South America,GUY,Guyana,1999,Male,Age_all,[All],430.00000000,17.19312275,160.15833287,115.39720792,
CSA,Central and South America,GUY,Guyana,1999,Female,Age_all,[All],305.00000000,17.98349057,101.55244378,80.89112850,
CSA,Central and South America,GUY,Guyana,2001,All,Age_all,[All],1123.00000000,24.26009937,193.75612870,150.69658591,
CSA,Central and South America,GUY,Guyana,2001,Male,Age_all,[All],650.00000000,25.12562814,236.72907769,174.66638720,
CSA,Central and South America,GUY,Guyana,2001,Female,Age_all,[All],473.00000000,23.16356513,154.38701910,126.78653757,
CSA,Central and South America,GUY,Guyana,2002,All,Age_all,[All],1379.00000000,27.18848580,222.51098092,185.15311048,
CSA,Central and South America,GUY,Guyana,2002,Male,Age_all,[All],818.00000000,27.77589134,267.76073888,219.52306066,
CSA,Central and South America,GUY,Guyana,2002,Female,Age_all,[All],561.00000000,26.37517630,178.15092959,150.74040138,
CSA,Central and South America,GUY,Guyana,2003,All,Age_all,[All],1133.00000000,22.72362615,180.68959638,152.05135122,
CSA,Central and South America,GUY,Guyana,2003,Male,Age_all,[All],653.00000000,22.53278123,213.74432406,174.93101878,
CSA,Central and South America,GUY,Guyana,2003,Female,Age_all,[All],480.00000000,22.98850575,149.16315942,129.08361391,
CSA,Central and South America,GUY,Guyana,2004,All,Age_all,[All],1193.00000000,23.20560202,200.41423000,159.97597008,
CSA,Central and South America,GUY,Guyana,2004,Male,Age_all,[All],689.00000000,23.52338682,237.89498670,184.32859180,
CSA,Central and South America,GUY,Guyana,2004,Female,Age_all,[All],504.00000000,22.78481013,164.26286858,135.50281222,
CSA,Central and South America,GUY,Guyana,2005,All,Age_all,[All],1160.00000000,22.17125382,184.79258557,155.46201031,
CSA,Central and South America,GUY,Guyana,2005,Male,Age_all,[All],629.00000000,21.32926416,203.69149981,168.23939744,
CSA,Central and South America,GUY,Guyana,2005,Female,Age_all,[All],531.00000000,23.25886991,166.22138485,142.63304359,
CSA,Central and South America,GUY,Guyana,2006,All,Age_all,[All],1002.00000000,19.91651759,161.02523286,134.25462555,
CSA,Central and South America,GUY,Guyana,2006,Male,Age_all,[All],560.00000000,19.14529915,186.83895016,149.95434426,
CSA,Central and South America,GUY,Guyana,2006,Female,Age_all,[All],442.00000000,20.98765432,137.32007239,118.53425157,
