DATAFLOW,LAST UPDATE,freq,unit,indic_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1982,4487.33,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1983,4245.53,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1984,4414.39,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1985,5165.59,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1986,4690.19,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1987,5266.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1988,4483.04,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1989,3891.55,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1990,4050.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1991,4196.81,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1992,4198.19,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1993,4605.20,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1994,4639.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1995,4217.99,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1996,4826.67,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1997,4451.34,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1998,4485.82,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,1999,4169.20,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2000,3904.14,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2001,4356.83,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2002,4277.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2003,4436.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2004,4338.20,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2005,4331.94,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2006,4173.78,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2007,4056.17,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2008,3882.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2009,4318.15,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2010,4887.23,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2011,4084.00,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2012,4579.62,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2013,4154.32,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2014,4143.17,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2015,3795.56,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2016,4208.45,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2017,4209.57,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2018,4064.64,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2019,3883.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2020,3554.43,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2021,4283.10,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2022,4116.74,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2023,3985.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EE,2024,3667.81,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1979,1687.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1980,1873.87,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1981,1786.40,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1982,1834.44,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1983,1798.42,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1984,1742.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1985,1678.83,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1986,1717.83,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1987,1810.74,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1988,1823.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1989,1733.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1990,1636.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1991,1953.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1992,1834.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1993,1813.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1994,1596.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1995,1715.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1996,1804.68,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1997,1821.25,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1998,1690.09,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,1999,1563.01,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2000,1661.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2001,1593.33,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2002,1549.11,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2003,1747.33,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2004,1594.93,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2005,1691.44,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2006,1749.23,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2007,1546.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2008,1498.82,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2009,1496.91,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2010,1390.85,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2011,1796.64,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2012,1654.99,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2013,1439.27,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2014,1397.47,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2015,1572.95,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2016,1458.36,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2017,1612.13,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2018,1371.74,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2019,1448.99,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2020,1491.43,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2021,1535.61,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2022,1537.55,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2023,1375.80,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EL,2024,1310.22,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1979,2024.88,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1980,2126.09,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1981,1877.28,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1982,1892.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1983,1908.10,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1984,2165.11,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1985,2006.85,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1986,2057.92,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1987,1854.14,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1988,1873.69,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1989,1674.17,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1990,1797.76,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1991,2103.43,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1992,1977.46,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1993,2076.01,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1994,1751.11,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1995,1552.85,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1996,1833.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1997,1511.54,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1998,1777.50,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,1999,1858.04,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2000,1814.60,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2001,1787.38,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2002,1680.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2003,1776.37,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2004,1935.16,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2005,1962.13,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2006,1684.49,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2007,1829.89,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2008,1864.97,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2009,1720.56,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2010,1953.46,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2011,1572.46,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2012,1873.15,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2013,1921.25,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2014,1554.36,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2015,1610.60,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2016,1724.77,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2017,1606.48,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2018,1796.63,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2019,1670.72,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2020,1554.52,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2021,1663.07,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2022,1478.25,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2023,1481.64,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,ES,2024,1428.50,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1979,3509.57,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1980,3677.56,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1981,3466.37,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1982,3313.97,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1983,3274.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1984,3430.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1985,3725.67,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1986,3525.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1987,3664.73,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1988,3289.82,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1989,3012.20,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1990,3033.33,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1991,3399.90,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1992,3209.52,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1993,3374.77,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1994,3147.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1995,3219.13,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1996,3533.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1997,3193.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1998,3263.10,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,1999,3129.09,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2000,2960.77,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2001,3210.04,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2002,3063.00,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2003,3225.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2004,3215.73,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2005,3209.72,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2006,3084.50,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2007,2985.90,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2008,3036.39,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2009,3113.25,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2010,3497.41,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2011,2968.15,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2012,3237.86,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2013,3160.09,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2014,2815.53,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2015,2901.23,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2016,3033.05,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2017,3044.85,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2018,2940.90,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2019,2909.29,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2020,2759.16,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2021,3126.31,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2022,2857.63,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2023,2820.92,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,EU27_2020,2024,2697.93,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1979,5979.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1980,6292.06,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1981,6229.34,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1982,5896.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1983,5830.12,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1984,5672.88,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1985,6701.17,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1986,6103.96,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1987,6603.46,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1988,5930.81,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1989,5172.81,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1990,5455.81,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1991,5637.68,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1992,5574.83,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1993,5834.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1994,5869.06,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1995,5648.63,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1996,5877.82,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1997,5735.31,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1998,6007.95,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,1999,5667.04,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2000,5211.69,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2001,5766.64,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2002,5736.48,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2003,5665.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2004,5561.61,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2005,5295.38,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2006,5442.56,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2007,5321.96,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2008,5332.63,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2009,5608.30,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2010,6179.75,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2011,5239.13,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2012,5839.92,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2013,5238.58,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2014,5237.14,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2015,5014.74,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2016,5325.90,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2017,5508.23,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2018,5349.59,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2019,5482.97,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2020,4873.47,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2021,5623.37,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2022,5277.38,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2023,5437.01,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FI,2024,5139.10,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1979,2748.71,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1980,2880.55,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1981,2619.31,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1982,2453.39,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1983,2617.03,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1984,2767.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1985,2892.35,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1986,2799.25,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1987,2796.66,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1988,2426.88,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1989,2336.78,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1990,2335.26,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1991,2731.90,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1992,2549.79,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1993,2588.69,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1994,2263.02,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1995,2422.45,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1996,2708.36,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1997,2300.16,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1998,2471.70,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,1999,2351.43,,
ESTAT:NRG_CHDD_A(1.0),28/03/25 23:00:00,A,NR,HDD,FR,2000,2270.83,,
